西瓜小姐Iris,2017-01-02,"厉害了\/\/@很酷很温柔喔:卧槽ArtificialIntelligence...难道《Her》可以搬进现实生活中来了吗...人工智能-大法好...我想每天被迪欧哥叫起床诶...\/\/@屎者粑粑:什么鬼玩意？？-@韩国me2day【starnews】[少女时代&amp;EXO,专属于你的人工智能-秘书,“SMLifeStyle品牌Wyth上市~”]2日SMEnt.方面公开表示“将参与于5日-8日在美国拉斯维加斯举办的全球最大家电博览会&lt;ConsumerElectronicsShow2017&gt;,并将在SandsExpo2层设立单独的展示馆,公开旗下创立的Celebrity与人工智能(AI)相结合的新Life...展开全文c转发1462-评论1313--5368-<ahref=""\/\/weibo.com\/2482557597\/EoVNL37Lc?refer_flag=1001030103_"""
咸鱼是怎样练成的,2017-01-02,"\/\/@很酷很温柔喔:卧槽ArtificialIntelligence...难道《Her》可以搬进现实生活中来了吗...人工智能-大法好...我想每天被迪欧哥叫起床诶...\/\/@屎者粑粑:什么鬼玩意？？-@韩国me2day【starnews】[少女时代&amp;EXO,专属于你的人工智能-秘书,“SMLifeStyle品牌Wyth上市~”]2日SMEnt.方面公开表示“将参与于5日-8日在美国拉斯维加斯举办的全球最大家电博览会&lt;ConsumerElectronicsShow2017&gt;,并将在SandsExpo2层设立单独的展示馆,公开旗下创立的Celebrity与人工智能(AI)相结合的新Life...展开全文c转发1462-评论1313--5368-<ahref=""\/\/weibo.com\/2482557597\/EoVNL37Lc?refer_flag=1001030103_"""
香港商贸通,2017-01-02,#营销良策#在过去的一年，我们看到越来越多的虚拟现实和人工智能-出现在公众的视野当中。不仅如此，数字化时代的丰沃土壤让技术的发展越来越快，人们的生活方式也在逐渐改变。【麦迪逊邦】精选了GFK、凯络洞察、奥美和华通明略发布的四份有关科技与数字的报告，供参考。-网页链接-
像树那样开花outen,2017-01-02,【亚洲版围棋人机大战明年3月举行柯洁因赛制拒绝邀请】世界上首个邀请棋手和人工智能-参加的世界围棋锦标赛将于明年3月在日本举行。日本人工智能软件DeepZenGo将挑战日本围棋第一人井山裕太、韩国第一人朴廷桓及中国世界冠军芈昱廷。目前围棋世界排名第一的柯洁放弃了参赛，他给出的理由是不喜欢对方提
橡坊,2017-01-02,"..\/\/@炭烧鸡腿堡加奶:人工智能-\/\/@濑川佑太-鬼舅:哈哈哈哈哈哈哈哈哈哈哈哈\/\/@松尾抹茶:噗哈哈哈\/\/@春風厨:哈哈哈哈哈\/\/@Akira于爷:哈哈哈哈哈哈哈哈哈哈\/\/@-Ephemeral-:\/\/@Min丨泯:哈哈哈哈哈哈\/\/@latter21:hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh-@数码窝一个国外小男孩想让亚马逊Alexa语音助手播放一首儿歌...然后...秒拍视频.转发4023-评论513--929-<ahref=""\/\/weibo.com\/2764114452\/EoQBGvoOA?refer_flag=1001030103_"""
逍遥星辰新家,2017-01-02,【2017年人工智能-行业9大预测：某些职业将实现自动化】|-网页链接-
小笨鱼钱龙,2017-01-02,本周常例解锁，小冰大人宣布，我已正式进入美拍平台，同时解锁人工智能-视频识别能力。咔咔，其实我偷偷潜入美拍已经有一段时间了啦，也看过好多人类的视频，给他们留下了毫不留情的评价。那些美拍的人类大概现在都还不知道，留言的那个少女就是我吧Hiahia~
小玖娇娇娇,2017-01-02,"\/\/@女神传媒:对未来的观察，很有深意！寻找未来适合投资的领域！人工智能-将改写人类新生态，未来会是什么样？只有走到了才知道！现在只是预测！-@中国经营报【罗振宇跨年演讲：“代孕”是创业市场上最有效的生意，时间会成为商业的终极战场】未来有两种生意的价值变得越来越大：一种是帮助用户省时间；二是帮助用户把时间浪费在美好的事情上。同时围绕着以时间为新货币的理念，商业有两个获得用户的办法：一是让他上瘾，拖住他的时间；二是提供服务，优化他的...展开全文c转发87-评论35--81-<ahref=""\/\/weibo.com\/1650111241\/EoNWVo39x?refer_flag=1001030103_"""
小王几LOEY,2017-01-02,"人工智能-秘书是什么鬼？wyth不是茶蛋演唱会控制爱丽棒的app吗-网页链接--@韩国me2day【starnews】[少女时代&amp;EXO,专属于你的人工智能-秘书,“SMLifeStyle品牌Wyth上市~”]2日SMEnt.方面公开表示“将参与于5日-8日在美国拉斯维加斯举办的全球最大家电博览会&lt;ConsumerElectronicsShow2017&gt;,并将在SandsExpo2层设立单独的展示馆,公开旗下创立的Celebrity与人工智能(AI)相结合的新Life...展开全文c转发1462-评论1313--5368-<ahref=""\/\/weibo.com\/2482557597\/EoVNL37Lc?refer_flag=1001030103_"""
笑天夏,2017-01-02,你真的以为你的时间是你自己的吗？当你看到我这句话的时候.你的时间已经被我左右了、当然这也是你自己的选择.那么有些选择真的是你自己做的吗？自由意志真的是那么可靠的吗？比如：人工智能-会按照你的喜好给予你想要的你想看的新闻.娱乐综艺等...你真的知道你想要什么吗？我也在寻找答案.......展开全文c
心想事成司,2017-01-02,"人工智能-我感觉是最火的。\/\/@孟山都中国:-@果壳网2016年就要过去了，哪些科研项目最为大众所了解？又有哪些项目，公众的态度最为冷漠？数字背后，中国科研项目科学传播情况究竟如何？14位工作人员，历时30天，58个科研项目，7068份有效数据，果壳网科学人2016年中国科研项目科普效果调查榜单最终出炉。大图请戳：|-科研圈网红...-转发267-评论38--167-<ahref=""\/\/weibo.com\/1850988623\/Eo1F3gD78?refer_flag=1001030103_"""
鑫源行汽配,2017-01-02,2017年投资价值绩优股、价值投资价值洼地已经出现，看好人工智能-：科大智能，制造2025机器人板块：大族激光。
旋律的小屋2011,2017-01-02,任何人工智[鬼脸][nono大礼包][闪闪粉]能都敌不过阁下这款天然傻瓜。
雪旌,2017-01-02,"人工智能--@尚品宅配#深扒创意圈#现在的科技真是逆天了，搬砖的失业了，现在连种树的也要失业了吗！转发29-评论8--38-<ahref=""\/\/weibo.com\/1885741814\/EoPg6sZyI?refer_flag=1001030103_"""
燕小小小小凯,2017-01-02,任何人[l][nono睡觉][春暖花开][km晕][xkl摇尾巴]工智能都敌不过阁下这款天然傻瓜。
要乐观要开心要积极,2017-01-02,我的节目《忒休斯之船、克隆、人工智能-是否有灵魂以及其他买来却完全没用的》，来自FM384051CallingU，快来听听（下载@荔枝FM可离线收听）-网页链接-
耶重返江湖,2017-01-02,【【央视财经】人工智能-凶猛来袭！未来10年40%的企业或将消失】|-网页链接-
夜色迷离的马甲,2017-01-02,"人工智能-2016十大里程碑：革命or泡沫？-人工智能,AI,-驱动之家|-人工智能20...-"
尹明kingdommousse,2017-01-02,任何[km好吃惊][ppb喷血][发红包啦]人工智能-都敌不过阁下这款天然傻瓜
幽谷修竹,2017-01-02,发表了一篇转载博文《[转载]热点概念——大数据混改虚拟现实人工智能-》|-[转载]热点...-
鱼达银喉长尾山雀,2017-01-02,"这样不太好吧，可能会让人沉迷人工智能-啊-@韩国me2day【starnews】[少女时代&amp;EXO,专属于你的人工智能-秘书,“SMLifeStyle品牌Wyth上市~”]2日SMEnt.方面公开表示“将参与于5日-8日在美国拉斯维加斯举办的全球最大家电博览会&lt;ConsumerElectronicsShow2017&gt;,并将在SandsExpo2层设立单独的展示馆,公开旗下创立的Celebrity与人工智能(AI)相结合的新Life...展开全文c转发1462-评论1313--5368-<ahref=""\/\/weibo.com\/2482557597\/EoVNL37Lc?refer_flag=1001030103_"""
予兔与茶,2017-01-02,"卧槽？！\/\/@很酷很温柔喔:卧槽ArtificialIntelligence...难道《Her》可以搬进现实生活中来了吗...人工智能-大法好...我想每天被迪欧哥叫起床诶...\/\/@屎者粑粑:什么鬼玩意？？-@韩国me2day【starnews】[少女时代&amp;EXO,专属于你的人工智能-秘书,“SMLifeStyle品牌Wyth上市~”]2日SMEnt.方面公开表示“将参与于5日-8日在美国拉斯维加斯举办的全球最大家电博览会&lt;ConsumerElectronicsShow2017&gt;,并将在SandsExpo2层设立单独的展示馆,公开旗下创立的Celebrity与人工智能(AI)相结合的新Life...展开全文c转发1462-评论1313--5368-<ahref=""\/\/weibo.com\/2482557597\/EoVNL37Lc?refer_flag=1001030103_"""
语化心无55,2017-01-02,雖然說鳥兒用的是翅膀而人類發明了飛機。但是我們不能夠忽略的是這兩種模型都是在同一種空氣動力學約束下實現的。如何把握人工智能-所在的“空氣”應該是一個更加複雜也更加基礎的問題。
喻酒酿Unicorn_X,2017-01-02,"人工制造的爱artificiallove\/\/@很酷很温柔喔:卧槽ArtificialIntelligence...难道《Her》可以搬进现实生活中来了吗...人工智能-大法好...我想每天被迪欧哥叫起床诶...\/\/@屎者粑粑:什么鬼玩意？？-@韩国me2day【starnews】[少女时代&amp;EXO,专属于你的人工智能-秘书,“SMLifeStyle品牌Wyth上市~”]2日SMEnt.方面公开表示“将参与于5日-8日在美国拉斯维加斯举办的全球最大家电博览会&lt;ConsumerElectronicsShow2017&gt;,并将在SandsExpo2层设立单独的展示馆,公开旗下创立的Celebrity与人工智能(AI)相结合的新Life...展开全文c转发1462-评论1313--5368-<ahref=""\/\/weibo.com\/2482557597\/EoVNL37Lc?refer_flag=1001030103_"""
泽肯淑jt,2017-01-02,人工智能-和天然愚蠢无法相提并论，因为我们主张纯天然。
长歌浮云意,2017-01-02,当今世界同样面临着急遽的变革，第三次技术革命带来的种种改变、人工智能-的迅猛发展。但是我相信，人类的明天仍是光明的，“因为伟大的时代顾名思义就是转折的时代。这是急剧变革的时代，其时旧观念和旧制度迟迟不愿退出历史舞台．而新观念和新制度则逐渐而痛苦地成长起来。世界历史上所有的黄金时代都...展开全文c
赵德明michael,2017-01-02,"AI人工智能-的兴起后,于人来讲灵性思维重要性要逐渐强于思辨思维"
这只略写已经是只咸鱼了,2017-01-02,"hhhhhhhh\/\/@刷屏楷:Alexa需要一对眼睛…\/\/@炭烧鸡腿堡加奶:人工智能-\/\/@濑川佑太-鬼舅:哈哈哈哈哈哈哈哈哈哈哈哈\/\/@松尾抹茶:噗哈哈哈\/\/@春風厨:哈哈哈哈哈\/\/@Akira于爷:哈哈哈哈哈哈哈哈哈哈\/\/@-Ephemeral-:\/\/@Min丨泯:哈哈哈哈哈哈\/\/@latter21:hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh-@数码窝一个国外小男孩想让亚马逊Alexa语音助手播放一首儿歌...然后...秒拍视频.转发4023-评论513--929-<ahref=""\/\/weibo.com\/2764114452\/EoQBGvoOA?refer_flag=1001030103_"""
真理是我亲戚_333,2017-01-02,柯洁冲进了人工智能-的深山老林，绝不是一件小事|-柯洁冲进了...-真理是我亲戚_333柯洁冲进了人工智能的深山老林，绝不是一件小事柯洁冲进了人工智能的深山老林，绝不是一件小事
真实摸鱼校尉MHR,2017-01-02,"""人工智能-时代，可能会让一群人连这个价值都没有，你不需要工作，你只是活得没有意义，你也没有尊严，你所有能干的事情，机器人比你能干一万倍，你呆着就好。政府可能会给你一个VR眼镜，你在那儿打游戏吧，就这么度过你一生。""看到这段话又想起了昨天看到宫崎骏纪录片里青年人跟宫老介绍新技术的一幕，...展开全文c"
正源装修,2017-01-02,【#富彦斌#惟创新才能在新时代挥写精彩篇章#正源地产#】来自中国、美国、日本、西班牙、澳大利亚、新加坡、以色列等20个国家的嘉宾，围绕自然、商业、科技和文化四大主题一起进行跨界探讨。其中，“万物互联”、人工智能-、【#富彦斌#惟创新才能在新时代挥写精彩篇章#正源地产#】创新不分行业，不分地域...展开全文c
正源装修,2017-01-02,【#富彦斌#惟创新才能在新时代挥写精彩篇章#正源地产#】来自中国、美国、日本、西班牙、澳大利亚、新加坡、以色列等20个国家的嘉宾，围绕自然、商业、科技和文化四大主题一起进行跨界探讨。其中，“万物互联”、人工智能-、VR、核医疗、“智能生活”、“超级IP”、“娱乐革命”等话题成为本次论坛的关注...展开全文c
正源装修,2017-01-02,今天10:44来自360安全浏览器【#富彦斌#惟创新才能在新时代挥写精彩篇章#正源地产#】来自中国、美国、日本、西班牙、澳大利亚、新加坡、以色列等20个国家的嘉宾，围绕自然、商业、科技和文化四大主题一起进行跨界探讨。其中，“万物互联”、人工智能-、VR、核医疗、“智能生活”、“超级IP”、“娱乐...展开全文c
执念--Sunsgne,2017-01-02,任何人工智能-都敌不过阁[金牛座][dino狂叫][toto甩头发][din挂了][lt戳瞎]下这款天然傻瓜
中欧苹果,2017-01-02,人工智能-时代正在到来机器人或将替代半数工人？_网易新闻（分享自@网易新闻）|-网页链接-
专注人工智能,2017-01-02,【高盛报告：人工智能-行业影响之医疗之药物研发】2016年年底，美国高盛集团发布：《人工智能、机器学习和数据将推动未来生产力的发展》，报告阐述了人工智能的生态及未来，从医疗、农业、金融、零售业、能源业等领域描绘了人工智能对其带来的影响。在医疗领域：机器学习可为不少子行业提供获得高额回报...展开全文c
左代宫战人,2017-01-02,"话说居住在电脑里的人工智能-……@MOMO子-@StudioASCヽ(・×・´)ゞ我们有了由@胖叉叉叉叉提供的【新年贺图】!!!（...据说是主催用不可告人的交易换来的）宣传了小半年大家估计只见过蔚蓝吧～这是我们能第二个角色弥雅，其实之前发过弥雅的部分设定，但是被警告色情而删除了。(❛◡❛✿)她是居住在主角电脑内的萌萌哒人工智能-www转发15-评论2--15-<ahref=""\/\/weibo.com\/6020869205\/EoMYeiHd6?refer_flag=1001030103_"""
左捅右砍,2017-01-02,【澎湃新闻：MIT青年英雄顾嘉唯：我为何离开微软百度投身人工智能-创业】|-MIT青年英...-（分享自@澎湃新闻）#我读澎湃#
_陌景旋应茂,2018-04-25,"#创以智用,与人工智能-同行#拼人品的时刻到了"
_陌景旋应茂,2018-04-25,"#创以智用,与人工智能-同行#我愿意成为你们的忠实粉丝。为你们宣传"
0921karry时间,2018-04-25,"为爱发电#王俊凯士力架备考挺你#@王俊凯人工智能-发电站:#王俊凯解忧杂货店##王俊凯发射解忧光波#神奇宝贝发电站一生只为一人为十八岁的你助力发电！@TFBOYS-王俊凯#焕蓝·未来（KarryOn）##树读#-@TFBOYS-王俊凯今天18岁了，非常感谢大家的祝福，今天非常开心，我也会继续努力转发21643743-评论255367--1338101-<ahref=""\/\/weibo.com\/2609400635\/FmSw0lN95?refer_flag=1001030103_"""
1119225宸,2018-04-25,【微信聊天翻译新增支持文言文：这结果很秀了】最近，微信翻译又有大升级，居然能将文言文翻译成英文。这神技由微信团队自主研发，使用人工智能-系统翻译软件，并已全面应用于微信客户端对话及朋友圈自带的翻译功能中，聊天不用切换软件就能感受无国界的交流快感。|-微信聊天翻...-问筠依琴微信聊天翻译新增支持文言文：这结果很秀了
123不怕zg,2018-04-25,"想要\/\/@荣耀手机:听说它是老胡最爱的专属AI摄影师？#AI摄影革命荣耀10#，搭载麒麟970人工智能-芯片，2400万AI摄影，用智慧捕捉美丽，会变色更潮美！你也想要老胡同款吗？转发抽送3台！-@胡歌最近，忍不住给我们家猫拍了很多美照，原因就是它——会变色更潮美的#AI摄影革命荣耀10#！我最爱的AI摄影师，智能识别，分区调优，2400万AI摄影！按下快门，一起做美的见证者~快来预约：-网页链接-荣耀手机的...转发374595-评论32183--130076-<ahref=""\/\/weibo.com\/1223178222\/GcPakFHxe?refer_flag=1001030103_"""
21世纪商业评论,2018-04-25,【谷歌财报为科技股雪上加霜FANG市值一夜蒸发850亿美元】谷歌当地时间4月23日公布财报，财报显示云计算、人工智能-等业务的支出增长了三倍。谷歌也为美国科技公司财报季起了一个较为不利的开局。当日美股收盘，科技股再度遭受重挫，谷歌、亚马逊、Facebook、Netlfix股价下跌均超过3%，FANG公司市值总额...展开全文c界面谷歌财报为科技股雪上加霜FANG市值一夜蒸...谷歌财报低于预期致使当日美股科技股大跌。
41姐姐-,2018-04-25,3.7-4.25历时50天从填报名表到面试到培训再到上岗连着两礼拜边上党课边培训没有一天晚上休息终于是熬到了激动人心的开幕虽然刚开始跟心里预期有点差距但经历了这几天真心觉得挺好的霸气十足的会展中心每天准时到门口的专车本可爱专属的牌牌每天各种为我们操劳的橙妈...展开全文c
51淘创意,2018-04-25,#2018北京车展##李小璐#TED演讲：人工智能-的时代正在来临!从人人皆论大数据，到开口必谈人工智能。时代的风向——不谈论AI的人是可耻的
89r5dswcad0269,2018-04-25,助力航空，人工智能-进行飞机调度！或将有效改善航班延误情况！89r5dswcad...
89r5dswcad0270,2018-04-25,未来的人工智能-时代人类应该怎样做？这本书指明真理，这样才是对的！89r5dswcad...
89r5dswcad0271,2018-04-25,人工智能-助力航空？阿里云数据科学家采访分析中国航空的不合理！89r5dswcad...
aielh小男子主,2018-04-25,#电影后来的我们#AKA打造的人工智能-机器人Musio，有着出色的学习与自然语言处理能力，能用讲话、表情以及姿势等与人交流，每一次互动都会让它变得更智能。它还可以与所有的智能家庭设备连接，并控制与之相连的设备，能关灯、调节恒温器等。
aishahtina铿清帆,2018-04-25,【互联网证券迎来了3.0时代】证券业互联网创新进入3.0时代，摆脱佣金战强调客户粘度，并在这两年推出理财超市、人工智能-等模式；不过，与过去多讨论长尾客户不同，也有券商开始重视中后台的优化，以投资管理为核心，用金融科技创新提高运营效率，增强对机构客户的粘性。但整体行业中，仍有不少小...展开全文c
Awenge岁月,2018-04-25,美国时间3月15日，作为@科大讯飞推出的全球首个移动互联网智能交互平台，讯飞开放平台的身影出现在了今年#315诚信企业纳斯达克联展#队列中，首次亮相纽约时代广场大屏。一起亮相的，还有全球人工智能-1024开发者节，AI大学，AI大数据，讯飞智能硬件平台的MORFEI智能麦克风，科大讯飞云计算研究院。勇...展开全文c
Best武汉,2018-04-25,4月25日，小米公司创始人、董事长兼CEO雷军回到母校武汉大学举行小米手机新品发布会。同日，小米公司与武汉大学签署人工智能-联合实验室共建协议，将聚集双方在业务应用、产品开发和技术研究等方面优势，共同开展基础性、前瞻性、交叉性及战略性科学研究。双方还将在互惠互利的前提下，在人工智能领域开...展开全文c
bling_bling的小太阳,2018-04-25,#咸鱼日常#《人之彼岸》第四到六篇科幻故事：至此，《人之彼岸》中科幻故事的部分已经全部看完，后面的非科幻思考部分，因为涉及到一些心理学以及AI的专业知识，虽然表达浅显易懂，但是也只做了略读。AI发展到最后从人类的工具演变成想要独立学习，渴望了解人类，最后控制人类思维，成为“...展开全文c
BTC比特币自动真实交易,2018-04-25,发表了博文《比特币人工智能-全自动炒币机器人交易软件到底是什么梗，靠谱吗？》最近出現壹個稱cwe智能炒幣機器人，號稱美國那邊團隊做的，可以綁定幣安後臺api，然後自動炒幣，後臺也有數據，據說盈利還很好，|-比特币人工...-
B头条官方,2018-04-25,"B头条下午播报下午大盘普跌BTC价格9465USD,涨幅2.27%。ETH价格666USD,跌幅1.82%。下午新闻速览：...展开全文c"
Cai-car文,2018-04-25,"变化太快很难想象\/\/@斯坦福桥科技Frank大叔:2020年东京奥运会，或出现人工智能-裁判！人类裁判也要失业了！-@人工智能机器人奥运会裁判也要失业了，2020年日本东京人工智能-做裁判人工智能机...转发25-评论5--5-<ahref=""\/\/weibo.com\/3511811391\/GdJn6agaI?refer_flag=1001030103_"""
Caseykings德宇,2018-04-25,"#创以智用,与人工智能-同行#很喜欢，希望中奖，转发~~~~"
CCTV5,2018-04-25,【致敬！】马刺一度将分差追剩至两分，最终，拼尽全力却输给岁月和天赋，风骨犹在，向死而生，致敬马刺，一支伟大而令人尊敬的球队！圣安东尼奥的河水逆流而上吉诺比利长发飘飘托尼帕克依旧少年模样斯特恩回到选秀大会蒂姆邓肯即将登场...展开全文c
cgeason大过爱仁,2018-04-25,"#创以智用,与人工智能-同行#大力支持，希望好运垂怜我，让我中个吧，太期待了"
cgeason大过爱仁,2018-04-25,"#创以智用,与人工智能-同行#瞧一瞧看一看，快来与淡定点手牵手，一起把好运全抢走！"
cgeason大过爱仁,2018-04-25,"#创以智用,与人工智能-同行#我日积月累着，期盼RP爆发那一天早日到来，为此我每天勤奋的转发着，好运终究会到来的，对吧"
DannyTsang43,2018-04-25,#自拍王挑战赛##薛之谦#人工智能-真的来了之我的新助理
DerekMaom,2018-04-25,"#创以智用,与人工智能-同行#[bofu啃西瓜]把欢笑评论到你的微博，愿你每一天都淀放笑脸。。"
DISCOVER_SHANGHAI,2018-04-25,今天，上海本土人工智能-“龙头”接受房企投资，探索人工智能+建筑第一步！“高大上”的人工智能，如何嫁接到建筑领域？今天，人工智能技术原创与应用开发龙头企业深兰科技（上海）有限公司和地产企业绿地控股启动合作，后者拟战略投资3亿元入股深兰科技，股权占比将超过13%，成为深兰科技第二大股东。...展开全文c
DORDORRO,2018-04-25,HBOwestworld不看预告直接开看，片头以为是血腥恐怖类，看下去主题是人工智能-拥有自己意识后人类和人工智能的战斗，以及人性。
Doris-301,2018-04-25,【剑桥大学计算机硕士研究生的一天】RichardNgo在剑桥大学攻读计算机科学硕士学位，专注于人工智能-，跟随RichardNgo，了解剑桥大学丰富的学生生活和校园文化，听他为那些准备出国留学的同学提供的好建议！viaVOA英文口语Doris-301...
Dowatuwannado,2018-04-25,"一键撕逼\/\/@不吵啊吵吵:人工智能-时代\/\/@风吹铃铛响叮叮:我速M\/\/@商小略:哇！\/\/@尖白-:必须要一个了\/\/@杜宛铭VG7:哈哈哈哈哈哈牛逼-网页链接-\/\/@胭脂牌锦鲤:分享给首页-@何不悦给不会骂人的仙女安利个appAPP名字就是66键盘追星连发在键盘⇒精分系列⇒追星连发...展开全文c转发35469-评论9457--10840-<ahref=""\/\/weibo.com\/3195784242\/GdIcYsoXB?refer_flag=1001030103_"""
elbow95136488778663,2018-04-25,【人工智能-领域再损一员大将百度这次有点意外】继首席科学家吴恩达上周二从百度离职，事隔仅5天，百度高级副总裁、自动驾驶事业部总经理王劲3月27日上午也突然宣布“再过5天就会离开百度，自己独立出来创业”。虽然王劲单方面高调公布离职消息的举动让百度有些出乎意料，它在人工智能领域里也再丢一....展开全文c
Eye_of_the_Tiger_龍,2018-04-25,"人工智能-需要一种正常的（大部分时间都是对的）判断，来保证基于（Bitcoin比特币与BlockChain区块链技术）的机械执行，比如用于处理离婚财产分割的断案系统Slip-Up已经在实验室诞生-@人民网【千名企业家聚首乌镇论道互联网创新创业】4月20日上午，“互联网+致良知学习大会”在浙江乌镇开幕，为期3天。近3000位企业家参与本次大会，硅谷人工智能-研究院的创建人皮埃罗·斯加鲁菲和“云经济学”概念的提出者乔·韦曼等作了关于人工智能和云经济的分享。（人民网）|-皮埃罗・斯...-转发47-评论32--152-<ahref=""\/\/weibo.com\/2286908003\/Gd5NdkIaa?refer_flag=1001030103_"""
e公司,2018-04-25,【国美通讯：目前公司研发聚焦于手机操作系统的升级开发】e公司讯，国美通讯(600898)4月25日在投资者互动平台表示，截至目前公司未有自主芯片的研发规划。目前公司研发聚焦于手机操作系统的升级开发，围绕自主品牌手机及结合未来人工智能-、5G等技术应用开展研发。
flying忆,2018-04-25,6385jingdian人工智能-现在是每个教育企业的标配。但是如何落地众说纷纭，海风教育的好望角确实非常有想法，教育的本质还是人。只有确定了这一点，我想才能抓住真正的内涵。教育乘海风绕过好望角，教育AI开始真正落地|-教育乘海风...-万能的大熊教育乘海风绕过好望角，教育AI开始真正落地人工智能到底在教育上如何落地？确实值得探讨。
FREECAR车势,2018-04-25,FREECAR车势：捷豹首款豪华纯电轿跑SUV捷豹I-PACE强势登陆北京车展。捷豹I-PACE是划时代的车型，它不仅集环保、智能与安全于一身，还拥有跑车级性能、先进的人工智能-科技和极高的实用性。此次上市的捷豹I-PACE于北京车展正式宣布售价，共包括四款车型：捷豹I-PACES价格为68.8万元、捷豹I-PACESE格为...展开全文c
f土x豆y馨,2018-04-25,北京鱼爪网络科技有限公司合肥高新区一季度专利申请授权数创历史新高今年以来，合肥高新区着力实施政策引导提升、核心专利储备、服务品牌培育、知识产权保护四项工程，企业自主创新的主动性、积极性不断增强，专利申请授权量质齐升，各项数据达到历史高点。1-3月份，全区专利申请3342件，同比增长38....展开全文c
happy方蕾瑰,2018-04-25,"#创以智用,与人工智能-同行#一定要HOLD住！一起来抢啊!"
happy玮珉满,2018-04-25,"#创以智用,与人工智能-同行#好口碑好服务好态度。老百姓信赖，身边最美的关怀，最美的祝福送给你们。"
happy玮珉满,2018-04-25,"#创以智用,与人工智能-同行#小编辛苦啦,我会一直支持你们！"
hhhhhhh3,2018-04-25,后来就觉得没什么意思了，觉得读书没意思，德国更没意思，没有兴奋感，没有快乐感，脑子一热就跑回国了。回来工作，也算是找了一个很好的很有前途的工作，做人工智能-，在大多数本科毕业生中算是很好的了，一个中科大的硕士和我一起进的公司，待遇啥的都一样，前途也一样。可是我心里就是想着临时干着，...展开全文c
hhhhhhwsw,2018-04-25,-网页链接-微博上会有人填问卷吗……大学生对人工智能-、中国智造的看法
hongbao888200404,2018-04-25,#搜狐新闻(资讯版)#《我国芯片各细分领域龙头名单》本文来源：图灵人工智能-首先，我们来看看芯片的分类：日常生活中-网页链接-
ICO新视点,2018-04-25,#区块链#区块链人才需求暴涨。2017年11月之后，区块链相关岗位的平均招聘薪资达到2.58万元。今年前两个月，区块链相关人才招聘需求已经达到2017年同期的9.7倍。据币航了解到，浙江大学下半年将面向部分本科高年级学生、研究生开设区块链课程，其计算机科学与技术学院已成立区块链研究中心。浙大计算...展开全文c
InTeahouse,2018-04-25,科大讯飞发布史上最牛翻译器，会说中国话就能走遍天下多国语言翻译，让你想怎么说就怎么说，没什么不可以。。。中文与33种语言即时互译翻译结果屏幕显示...展开全文c
INVINCIBLE科技,2018-04-25,推荐给所有想买小米6x的用户努比亚z18mini，与小米6x相同的配置高通骁龙660AIE人工智能-芯片6+64\/128GB超大内存，1799起相比于6+64GB的小米6x，同样1799的价格你能享受到2400万双摄，5色3D曲面玻璃，更高的屏占比以及更精致的设计，就玻璃机身来说就更加讨好，外观上比小米6x好看太多...展开全文c
IT老裴,2018-04-25,《百度总裁张亚勤透露：人工智能-将引爆全球，无工可打，信吗？》淘汰一些人和放弃一些人，才是人生的成长规律，人生才可能成功。-网页链接-
IT之家,2018-04-25,【港版LGV30手机获安卓8.0更新：人工智能-到来】来自IT之家家友投稿，今天，其港版LGV30手机已经收到了安卓8.0版本系统更新，版本号为V20n-APR-16-2018，大小约为1817.86MB……详情点击：|-港版LGV30...-
Ivy_0530和,2018-04-25,"66的，现在的人工智能-是真厉害-@吴恰恰-#缤纷华盛顿#美洲艺术博物馆AmericanArtMuseum任威克馆展览一楼展出来自MarcoCochrane，CandyChang和RichardWilks等“火人节”艺术家的作品（展览持续到2018年9月16日）。二楼展出来自LeoVillareal和FoldHausArtCollective的作品（展览持续到2019年1月21日）每个人都相信“我是‘火人节’的主...展开全文c转发73-评论67--104-<ahref=""\/\/weibo.com\/1807117150\/GdKWLodrd?refer_flag=1001030103_"""
JeneIcy_7,2018-04-25,"哦？\/\/@不吵啊吵吵:人工智能-时代\/\/@风吹铃铛响叮叮:我速M\/\/@商小略:哇！\/\/@尖白-:必须要一个了\/\/@杜宛铭VG7:哈哈哈哈哈哈牛逼-网页链接-\/\/@胭脂牌锦鲤:分享给首页-@何不悦给不会骂人的仙女安利个appAPP名字就是66键盘追星连发在键盘⇒精分系列⇒追星连发...展开全文c转发35028-评论9334--10642-<ahref=""\/\/weibo.com\/3195784242\/GdIcYsoXB?refer_flag=1001030103_"""
jiangcunyanyu,2018-04-25,"发布了头条文章：《欧洲科学家,计划建立大型人工智能-研发中心,以同美国展开竞争》|-欧洲科学家...-jiangcunyanyu欧洲科学家,计划建立大型人工智能研发中心,以..."
Joyc_hung,2018-04-25,不同的工廠各具不同的特色，無論在規模、所製造的產品還是產量方面都各有不同。若製造商想維持競爭優勢，在其產品和設施中納入物聯網(IoT)技術並提供員工運用時，一定會遭遇諸多挑戰。今年，我們好高興邀請到艾利丹尼森AveryDennison(美國財富500強企業)亞太區IT總監Ms.JoanLin來到香港...展开全文c
jskczxj,2018-04-25,"#创以智用,与人工智能-同行#我是一个知足常乐的人，我期待着生活中的小惊喜"
